,Topic,Word,P
0,0,warga_dampak,0.02332629
1,0,paket,0.021792958
2,0,spesimen,0.015933927
3,0,sembako,0.012893093
4,0,salur_bantu,0.008025326
5,0,halaman,0.0076067424
6,0,hak,0.005574545
7,0,peduli,0.0052870396
8,0,ham,0.0052353074
9,0,dampak,0.0050395858
10,1,suami,0.014430446
11,1,sembelih_hewan,0.013680245
12,1,warna,0.013169455
13,1,sembelih,0.011465467
14,1,sun,0.010906748
15,1,ekor,0.00867413
16,1,the,0.008507495
17,1,henti,0.004853991
18,1,awal,0.0038610448
19,1,doa,0.0025364554
20,2,tinggal_dunia,0.01861941
21,2,kota_yogyakarta,0.018184802
22,2,warga_dampak,0.011198087
23,2,salah_satu,0.010699366
24,2,isolasi_mandiri,0.01041383
25,2,kota,0.009858525
26,2,angka_mati,0.009738617
27,2,mati,0.009455572
28,2,kamis,0.009269513
29,2,positif_covid,0.008586558
30,3,korban,0.022654885
31,3,wib,0.017384306
32,3,desa,0.016925814
33,3,kabupaten_bantul,0.01610767
34,3,lapor,0.01391317
35,3,teman,0.012263285
36,3,pariwisata,0.012075122
37,3,kiri,0.010591581
38,3,pasien_sembuh,0.010352117
39,3,cari,0.010281404
40,4,pemkab_sleman,0.022902086
41,4,harga,0.021755911
42,4,shelter,0.01927328
43,4,hak,0.018726291
44,4,bupati_sleman,0.018701106
45,4,beras,0.016290957
46,4,kabupaten_sleman,0.015144004
47,4,bank,0.0147793535
48,4,bst,0.013387746
49,4,miliar,0.0102016805
50,5,juru_bicara,0.03487223
51,5,rt,0.020199891
52,5,menang,0.016344296
53,5,lawan,0.015641946
54,5,kumpul,0.015572704
55,5,pt,0.015509405
56,5,tukang,0.015280035
57,5,klaim,0.01522646
58,5,tiga,0.013887706
59,5,serang,0.012364131
60,6,isolasi_mandiri,0.016098836
61,6,dlingo,0.012483791
62,6,banguntapan,0.0122580705
63,6,orang_total,0.012108608
64,6,pandak,0.011843219
65,6,aktif,0.011076754
66,6,rekan,0.011028663
67,6,jetis,0.010998049
68,6,piyungan,0.010962171
69,6,kretek,0.010879724
70,7,kabupaten_sleman,0.015803128
71,7,kabag,0.005840502
72,7,kabag_humas,0.0058404957
73,7,catat_tambah,0.0055672387
74,7,puncak,0.005202318
75,7,tren,0.0047749514
76,7,lewat,0.004462008
77,7,joko_hastaryo,0.004383353
78,7,hastaryo,0.0043833302
79,7,kasus,0.003663253
80,8,gunung_rapi,0.022072218
81,8,gunung,0.021691708
82,8,israel,0.021623783
83,8,barat_daya,0.018382806
84,8,wisata,0.016649548
85,8,objek_wisata,0.014929981
86,8,jarak_luncur,0.014410584
87,8,rapi,0.014005516
88,8,tutup,0.013501979
89,8,tembak,0.01342736
90,9,bantu_sosial,0.021349903
91,9,pandemi_covid,0.019154698
92,9,dampak,0.016057849
93,9,ppkm_level,0.014627749
94,9,anak_anak,0.014550213
95,9,ppkm_darurat,0.013544073
96,9,indonesia,0.012354488
97,9,daerah,0.012237539
98,9,salur_bantu,0.012096462
99,9,sri_sultan,0.011098819
100,10,temu_tewas,0.044572994
101,10,korban,0.04320332
102,10,gantung,0.035193816
103,10,magelang,0.029267253
104,10,temu,0.021904457
105,10,saksi,0.01833748
106,10,ibu,0.017771158
107,10,jasad,0.017433807
108,10,simbah,0.016886009
109,10,simbah_darah,0.01688597
110,11,rumah_sakit,0.026441196
111,11,vaksinasi,0.02108532
112,11,anak,0.016683424
113,11,kalas,0.015946344
114,11,papar_covid,0.015380076
115,11,tangan_covid,0.014965952
116,11,bantul,0.0145169115
117,11,juta,0.013024308
118,11,jalan_isolasi,0.012729643
119,11,kalas_sleman,0.012092663
120,12,pintu,0.020505914
121,12,tanah,0.011931374
122,12,kompleks,0.01188801
123,12,dr,0.011611863
124,12,bangun,0.011393588
125,12,kilogram,0.011055118
126,12,sungguh,0.00991273
127,12,salat,0.009861213
128,12,signifikan,0.008030829
129,12,tani,0.0049518775
130,13,mobil,0.026155619
131,13,kurban,0.025407631
132,13,hewan_kurban,0.02104285
133,13,sapi,0.017686917
134,13,hewan,0.015064588
135,13,potong_hewan,0.013699002
136,13,masjid,0.010690756
137,13,lahir,0.009219171
138,13,posisi,0.008865034
139,13,ibadah,0.0062796585
140,14,daerah_istimewa,0.03489239
141,14,bina,0.02708296
142,14,gejala_ringan,0.019416388
143,14,purworejo,0.016475553
144,14,infeksi,0.016249321
145,14,rawat,0.015909096
146,14,kelas,0.0151480315
147,14,istimewa,0.012946285
148,14,kunjung,0.011399397
149,14,perempuan,0.0111062545
